20.eclectic, consisting of selections from various sources. 
20.eclectic,"With an eclectic interest in books, Sheila collected everything from Shakespeare to Superman. "
21.fallacy, noun 
21.fallacy, false idea; mistaken belief. 
21.fallacy,The economist revealed the fallacy in the government’s proposal. 
22.garbled, adjective 
22.garbled, confused; mixed up. 
22.garbled,The garbled message failed to facilitate the ambulance’s arrival. 
23.haphazard, adjective 
23.haphazard, not planned; random. 
23.haphazard,"Taking haphazard aim, the hunter committed a fatal error. "
24.immaterial, adjective 
24.immaterial, insignificant; unimportant. 
24.immaterial,"The prosecutor objected to the attorney’s exhibit, disparaging it as amateurish and immaterial. "
25.judicious, adjective 
25.judicious, wise; careful; showing sound judgment; prudent. 
25.judicious,Gary thought it more judicious to speak to his mother rather than his father about extending his curfew. 
26.lackluster, adjective 
26.lackluster," lacking brightness; dull; lacking liveliness, vitality, or enthusiasm. "
26.lackluster,His lackluster response to our suggestions made us lose our initial enthusiasm. 
27.marred, verb 
27.marred, injured; spoiled; damaged; disfigured. 
27.marred,The fight in the corridor marred Lorna’s otherwise perfect record as a model student. 
28.nonchalance, noun 
28.nonchalance, carelessness; lack of interest or concern. 
28.nonchalance,Edward’s nonchalance about his studies made it difficult to lampoon him about his poor showing in the midterm exams. 
29.obscure, adjective 
29.obscure, not clear or distinct; hidden; remote;not well known. 
29.obscure,Far from the welltraveled highway was an obscure village that seemed to belong to another age. 
30.painstaking, adjective 
30.painstaking," very careful, diligent. "
30.painstaking,Researchers are engaged in a painstaking effort to find a vaccine against the AIDS virus. 
31.abstract, adjective 
31.abstract," theoretical, not applied or practical; not concrete; hard to understand. "
31.abstract,"I prefer realistic art to abstract paintings, which are totally confusing to me. "
32.bizarre, adjective 
32.bizarre, strikingly odd in appearance or style; grotesque. 
32.bizarre,The beggar’s bizarre street behavior alerted the police to question her. 
33.cajole, verb 
33.cajole, to persuade by pleasant words or false promises. 
33.cajole,First he tried to cajol the witness into testifying; then he used threats. 
34.decadence, noun 
34.decadence, decay; decline. 
34.decadence,Many sermons tend to focus on the moral decadence in our time. 
35.efface, verb 
35.efface, to wipe out; to erase. 
35.efface,A devious attempt to efface the signature didn’t fool the bank teller. 
36.fastidious, adjective 
36.fastidious, hard to please; dainty in taste. 
36.fastidious,Everett was so fastidious that his messy fraternity brothers refused to room with him. 
37.garner, verb 
37.garner, to gather and store away; to collect. 
37.garner,"By paying close attention, you may be able to garner some information will elucidate the situation. "
38.hedonist, noun 
38.hedonist, one who lives solely for pleasure. 
38.hedonist,"Abandoning her lifestyle as a hedonist, Maria entered a convent. "
39.imminent, adjective 
39.imminent, about to occur. 
39.imminent,The ominous clouds told us that a storm was imminent. 
40.laconic, adjective 
40.laconic, brief or terse in speech; using few words. 
40.laconic,"The tense situation called for a laconic reply, not a lengthy exposition. "
41.meager, adjective 
41.meager, thin; lean; of poor quality or small amount. 
41.meager,The visiting team lampooned the meager dinner served by their hosts. 
42.obsolete, adjective 
42.obsolete, out-of-date. 
42.obsolete,Propeller planes have become obsolete. 
43.pariah, noun 
43.pariah, an outcast. 
43.pariah,The Western mind finds it difficult to accept the idea of a pariah class. 
44.quandary, noun 
44.quandary, condition of being doubtful or confused. 
44.quandary,The benefits and dangers of a nuclear plant leave us in a quandary. 
45.raconteur, noun 
45.raconteur, a person skilled at telling stories or anecdotes. 
45.raconteur,Comedians and masters of ceremonies must be consummate raconteurs. 
46.acclaim, noun 
46.acclaim, loud applause; approval. 
46.acclaim,Jonas Salk won great acclaim for his medical discoveries. 
47.blithe, adjective 
47.blithe, happy and cheerful; gay. 
47.blithe, Lori’s blithe attitude toward her terrible predicament was bizarre indeed. 
48.callous, adjective 
48.callous, unfeeling; insensitive. 
48.callous,It was a surprise to see the tears flowing from someone we had considered to be callous. 
49.deference, noun 
49.deference, great respect. 
49.deference,"Out of deference to my father, we never smoked in the house. "
50.effervescent, adjective 
50.effervescent, lively; giving off bubbles. 
50.effervescent,"Because I do not enjoy carbonated drinks, I do not like the effervescent quality of ginger ale. "
51.fervor, noun 
51.fervor, intense emotion; great warmth of feeling. 
51.fervor,Alicia does her volunteer work with tremendous fervor. 
52.garrulous, adjective 
52.garrulous, talkative. 
52.garrulous,Nothing galvanizes me into leaving a beauty parlor as much as a garrulous hairdresser. 
53.heretic, noun 
53.heretic, a person who upholds religious doctrines contrary to the established beliefs of his church. 
53.heretic,"Severely chastised for being a heretic, brother Vincent was asked to leave the monastery. "
54.immutable, adjective 
54.immutable, never changing. 
54.immutable,My father’s immutable optimism can be traced back to the pleasant atmosphere in my grandmother’s home. 
55.lampoon, noun 
55.lampoon," strong, satirical writing, usually attacking or ridiculing someone. "
55.lampoon,The college quarterly featured a lampoon of fraternity hazing. 
56.meandering, verb 
56.meandering, winding back and forth; rambling. 
56.meandering,Meandering through the crowded streets of a foreign city is my idea of a tourist’s delight. 
57.officious, adjective 
57.officious, meddling; giving unnecessary or unwanted advice or services. 
57.officious,Mr Klar’s officious manner helped him gain friends easily but lose them in short order. 
58.parsimonious, adjective 
58.parsimonious, too thrifty; stingy. 
58.parsimonious,"Dickens’ Scrooge, before his metamorphosis, is regarded as the prototype of the parsimonious man. "
59.querulous, adjective 
59.querulous, peevish; faultfinding; expressing or suggestive of complaint. 
59.querulous,We tend to turn a deaf ear to querulous demands for attention. 
60.rancor, noun 
60.rancor, deep spite or malice; strong hate or bitter feeling. 
60.rancor,A forgiving heart will save you from the corrosive effects of rancor. 
61.Acquiesce, verb 
61.Acquiesce, to accept the conclusions or arrangements of others; to accede; to give consent by keeping silent. 
61.Acquiesce,The president said that we will never acquiesce to the demands of the terrorists. 
62.bombastic, adjective 
62.bombastic, high-sounding; marked by use of language without much real meaning. 
62.bombastic,The citizens failed to be aroused by their mayor’s bombastic speech. 
63.capitulate, verb 
63.capitulate, to surrender; to cease resisting. 
63.capitulate,Colonel Leeds was adamant in his decision not to capitulate under any terms. 
64.deflate, verb 
64.deflate, to let air out of; to reduce in size or importance. 
64.deflate,The boss’s criticism deflated John’s ego. 
65.egregious, adjective 
65.egregious, extraordinarily bad. 
65.egregious,An egregious bookkeeping error cost our company much. 
66.fitful, adjective 
66.fitful, spasmodic; intermittent. 
66.fitful,Monte’s fitful sleep tended to exacerbate his normal irritability. 
67.gratuitous, adjective 
67.gratuitous, freely given; unnecessary; uncalled-for. 
67.gratuitous,Hillary’s gratuitous suggestion was rejected by the other guests who blithely ignored it. 
68.hierarchy, noun 
68.hierarchy," organization by rank, class, or grade. "
68.hierarchy,"In the company’s hierarchy, I’m the low man on the totem pole. "
69.impartial, adjective 
69.impartial, fair; just; showing no favoritism. 
69.impartial,An impartial attorney was asked to serve as a judge in the dispute. 
70.lassitude, noun 
70.lassitude, state or feeling of being tired and listless; weariness. 
70.lassitude,Lassitude comes from a feeling of hopelessness. 
71.Meticulous, adjective 
71.Meticulous, very careful about details; fussy. 
71.Meticulous,Sidney was meticulous about his clothing but quite sloppy about his room. 
72.Opportunist, noun 
72.Opportunist, one who takes advantage of any opportunity without regard for moral principles. 
72.Opportunist,"The opportunist is so anxious to get ahead that he is ready to ignore the needs, feelings, and welfare of his fellow man. "
73.Partisan, noun 
73.Partisan, on who strongly supports a party or cause; characteristic of a guerilla fighter. 
73.Partisan,"A partisan of the animal rights cause, John believes all use of animals for testing should be banned. "
74.Quixotic, adjective 
74.Quixotic, idealistic and utterly impractical. 
74.Quixotic,It is quixotic to think that we can ignore the environmental consequences of pollution. 
75.Raze, verb 
75.Raze, to tear down completely; to destroy. 
75.Raze,The corporation voted to raze the decaying structure and replace it with a modern skyscraper. 
76.Admonish, verb 
76.Admonish, to advise against something; to warn; to scold gently; to urge strongly. 
76.Admonish,This is the last time I plan to admonish you about coming late to work. 
77.Buffoon, noun 
77.Buffoon, a clown; someone who amuses with tricks and jokes. 
77.Buffoon,"After Bert had a few drinks, he became a willing buffoon at the party. "
78.Capricious, adjective 
78.Capricious," changeable, fickle. "
78.Capricious,Our weather is so capricious that it’s difficult to make weekend plans. 
79.Delineate, verb 
79.Delineate, to describe in words; to sketch. 
79.Delineate,"When challenged to delineate Sam’s crass behavior, we were speechless. "
80.Elucidate, verb 
80.Elucidate, to make clear. 
80.Elucidate,Public relations experts were hired to elucidate the chairman’s position. 
81.Flagrant, adjective 
81.Flagrant, outrageous; glaringly offensive. 
81.Flagrant,"After having been accused of a flagrant misuse of company funds, the treasurer resigned. "
82.Guile, noun 
82.Guile, crafty deceit; cunning. 
82.Guile,  Many clever figures from Greek mythology relied upon guile as an expedient. 
83.Homogeneous, adjective 
83.Homogeneous, similar; uniform in nature. 
83.Homogeneous,  The Shore Road finds that homogeneous grouping of pupils facilitates learning. 
84.Impassive, 	adjective 
84.Impassive, without feelings or emotion; insensible. 
84.Impassive,Good poker players are supposed to maintain impassive appearances. 
85.latent, adjective 
85.latent, present but invisible or inactive; lying hidden and undeveloped. 
85.latent,  Marilyn’s latent charm 	came to the fore after she got a few tactful pointers from her sister. 
86.mitigate, verb 
86.mitigate, to make or to become milder or less severe; to moderate. 
86.mitigate,The doctor assured Mrs Shiller that the medicine would mitigate her pain in a short time. 
87.opulent, adjective 
87.opulent, wealthy; abundant. 
87.opulent,The opulent family chose to spend money for the public benefit 	rather than for private indulgences. 
88.paucity, noun 
88.paucity, 	scarcity; smallness in number or amount. 
88.paucity,The paucity of rain in the Midwest will cause a serious food shortage in the months to come. 
89.rebuff, verb 
89.rebuff,	 to refuse in a sharp or due way; to snub; to drive or beat back. 
89.rebuff,It was sheer luck that the outnumbered patrol was able to rebuff the enemy attack. 
90.sagacious, 	adjective 
90.sagacious, very wise or shrewd. 
90.sagacious,"Glen turned to his father for advice, for he knew him to be sagacious and understanding. "
91.advocate, verb 
91.advocate, to support; to be in favor of. 
91.advocate,"Because the candidate may advocate many new social programs, he is being called a big spender. "
92.carping, adjective 
92.carping, 	complaining. 
92.carping,His carping criticism of the book was upsetting to the author. 
93.demeanor, noun 
93.demeanor, behavior. 
93.demeanor,"When the twins adopted a conciliatory tone, Sal’s demeanor changed abruptly. "
94.elusive, adjective 
94.elusive,	 hard to grasp; baffling. 
94.elusive,The 	philosopher’s main point was so elusive that we never did fully comprehend it. 
95.fledgling, 	adjective 
95.fledgling, newly developed; little known. 
95.fledgling,"Luckily, the fledgling pilot’s egregious blunder was discovered before the plane departed. "
96.gullible, adjective 
96.gullible, 	easily deceived. 
96.gullible,The con man told a flagrant lie but the gullible investors swallowed	 it. 
97.hyperbole, noun 
97.hyperbole, an exaggerated statement used as a figure of speech for rhetorical effect. 
97.hyperbole,Ione uses hyperbole when galvanizing her sales force into a frenzy of selling. 
98.imperturbable, adjective 
98.imperturbable, not easily excited or disturbed. 
98.imperturbable,We couldn’t believe that Rafael would be that imperturbable in the midst of a riot. 
99.laudable, adjective 
99.laudable, worthy of praise. 
99.laudable,The board rewarded Ellen’s laudable achievements by promoting her to chief executive officer. 
100.morose, adjective 
100.morose, gloomy; bad-tempered. 
100.morose,Joan’s morose nature makes her always expect the worst. 
101.overt, adjective 
101.overt, not hidden; open. 
101.overt,Most observers took the senator’s speech as an overt bid for his renomination. 
102.peerless, adjective 
102.peerless, having no equal; better than the rest. 
102.peerless,Theresa’s peerless beauty was admired by all who saw her. 
103.recalcitrant, adjective 
103.recalcitrant, refusing to obey or follow orders; unmanageably resistant. 
103.recalcitrant,The mule is probably the most recalcitrant domesticated animal. 
104.salutary, adjective 
104.salutary, healthful; useful or helpful; remedial. 
104.salutary,"Upon sagacious reflection, Simon realized that his parents’ rebuke though painful, was salutary. "
105.taciturn, adjective 
105.taciturn, habitually untalkative; laconic; uncommunicative. 
105.taciturn,"Silas’s long years of solitude had made him a taciturn, brooding man unused even to the sound of his own voice. "
106.aesthetic, adjective 
106.aesthetic, showing an appreciation of beauty in nature or art; artistic. 
106.aesthetic,Kyra’s aesthetic qualities were apparent in her early art work. 
107.catalyst, noun	 
107.catalyst, someone or something that brings about a change. 
107.catalyst,Our articulate new principal was the catalyst for school reform. 
108.denunciation, noun 
108.denunciation,	 expression of strong disapproval made openly or publicly. 
108.denunciation,We were astonished by the tobacco heir’s denunciation of smoking. 
109.embellish, verb 
109.embellish, to decorate;	 to elaborate upon. 
109.embellish,"For $5,000, the decorator promised to embellish our living room with continental touches. "
110.forlorn, adjective 
110.forlorn, deserted; 		left alone and neglected; unhappy. 
110.forlorn,"Feeling forlorn and full of selfpity, Eddie was a danger to himself. "
111.hypocritical, adjective 
111.hypocritical, insincere; pretending to be what one is not. 
111.hypocritical,I found it hypocritical of the judge to be involved in an illegal activity. 
112.implausible, adjective 
112.implausible, not having 		the appearance of truth or reason. 
112.implausible,Only the most gullible member of our club would accept the implausible alibi. 
113.lethargic, adjective 
113.lethargic, drowsy; dull; sluggish; 	indifferent. 
113.lethargic,"Eating a heavy meal tends to make me lethargic, which may explain why I become a couch potato after a big dinner. "
114.perceptive, adjective 
114.perceptive, discerning; observant; 		sensitive. 
114.perceptive,"Having a perceptive nature, Jason was able to sense the child’s embarrassment even before she uttered a sound. "
115.recluse, noun
115.recluse," a person who lives alone, away from others. "
115.recluse,Every neighborhood has its recluse about whom mysterious secrets are whispered. 
116.sanction, noun 
116.sanction, authorized approval or permission; support or encouragement; something that gives binding force to a law. 
116.sanction,There is no sanction for murder in human society. 
117.tactless, adjective 
117.tactless, not having or showing a sense of the right thing to do or say without causing anger or hurt feelings; without skill in dealing with people. 
117.tactless,Bringing up the matter of Grace’s losing her job was just about the most tactless way to start the conversation. 
118.unassailable, adjective 
118.unassailable, undeniable; unquestionable; not able to attack. 
118.unassailable,Brenda’s claim that she was exempt from taxation because she had earned no money was unassailable. 
119.vacillate, verb 
119.vacillate, to say unsteadily; to totter; to waver; to fluctuate. 
119.vacillate,Brian’s tendency to vacillate makes him a poor choice for president. 
120.waive, verb 
120.waive, to dispense with; to relinquish; to postpone. 
120.waive,The coach’s decision to waive the penalty may have cost us the game. 
121.affinity, noun 
121.affinity, natural attraction to a person or liking for a thing; relation; connection. 
121.affinity,Harvey’s affinity for math led him to excel in our computer course. 
122.catharsis,		 noun 
122.catharsis, an emotional purification or relief. 
122.catharsis,The tragedy on stage brought about a catharsis among the spectators. 
123.deprecate, verb 
123.deprecate, to       express strong disapproval of. 
123.deprecate,"If you continually deprecate Jeremy’s efforts, thereby deflating his selfconfidence, he may stop trying. "
124.embroil, verb 
124.embroil, to involve 	 in a quarrel. 
124.embroil,The rival party sought a way to embroil the government in a dispute over the economy. 
125.formidable, adjective 
125.formidable, hard to overcome; to be dreaded. 
125.formidable,"Seemingly a mildmannered reporter, Clark Kent was actually	 the formidable Superman. "
126.hypothetical, adjective 
126.hypothetical, supposed; assumed. 
126.hypothetical,"Saying that he has an aversion to hypothetical questions, the governor refused to reply. "
127.inadvertent, adjective 
127.inadvertent, not done on purpose; 	careless. 
127.inadvertent,"I regarded the inadvertent comment as immaterial, but it proved to be significant. "
128.levity, noun 
128.levity, lightness; lack of seriousness; fickleness	. 
128.levity,Brad’s levity contrasted sharply with his roommate’s solemnity. 
129.perfidy, noun
129.perfidy, treachery; betrayal of 		trust. 
129.perfidy,The double agent was obviously a man capable of acts of perfidy. 
130.redundant, adjective 
130.redundant, wordy; exceeding what is necessary or normal; lavish; overflowing. 
130.redundant,I wonder if authors who are called prolific are really merely redundant. 
131.saturate, verb 
131.saturate, to soak through and through; to fill completely. 
131.saturate,"What we need now, said the farmer, is a heavy rain that will saturate the soil for a good six inches. "
132.talon, noun 
132.talon, 	the claw of a bird of prey; a human finger or hand that looks or grasps like a claw; any object suggestive of a claw. 
132.talon,"The hawk’s talon closed on its prey, locking it in a viselike grip. "
133.undermine, verb 
133.undermine, to dig or to make a tunnel under; to wear away and weaken the support of; to injure or to weaken in a slow or sneaky way. 
133.undermine,The constant pressure of water in the subterranean channels can undermine the building’s foundation. 
134.validate, verb
134.validate, 	to declare or make legally sound; to substantiate; to verify. 
134.validate,Floyd said he had an unimpeachable witness to validate his claims. 
135.wanton, adjective 
135.wanton, 		immoral; senseless; deliberately malicious; excessive. 
135.wanton,The partisans condemned the dictator’s wanton disregard for human rights. 
136.aggrandizement, noun 
136.aggrandizement, to increase in rank or wealth; 	growth in power. 
136.aggrandizement,I attributed Paul’s aggressiveness to his need for aggrandizement. 
137.caustic, adjective 
137.caustic," stinging, biting. "
137.caustic,Caustic	 substances should be kept out of the reach of children. 
138.derogatory, adjective
138.derogatory, tending to lower in estimation; degrading. 
138.derogatory,"In a sharp denunciation, filled with derogatory criticism, the dean attacked the faculty rebels. "
139.emulate, verb 
139.emulate, to try to equal or surpass. 
139.emulate,"When they were in high school, Dudley’s kid brothers always tried to emulate him. "
140.fortuitous, adjective 
140.fortuitous, 	happening by chance. 
140.fortuitous,My fortuitous discovery of the cache of valuable stamps enabled me to buy a motorcycle. 
141.incipient, adjective 
141.incipient, in an early stage. 
141.incipient,The rookie’s flagrant error spelled doom for his incipient career. 
142.listless, adjective 
142.listless, indifferent; marked by a lack of energy or enthusiasm. 
142.listless,We had expected him to be full of enthusiasm and were surprised by his listless attitude. 
143.peripheral, adjective 
143.peripheral, 	external; incidental; tangential. 
143.peripheral,Stick to the facts and don’t waste time on peripheral issues. 
144.refurbish, verb 
144.refurbish, to freshen or polish again; to make like new. 
144.refurbish,The agent promised to refurbish the apartment and put it in move in condition within one month. 
145.savory, adjective 
145.savory, pleasing to the taste or smell; pleasant; morally attractive. 
145.savory,Mother could concoct a most savory dish out of the simplest ingredients. 
146.tangential, adjective 
146.tangential," diverging or digressing; merely touching a subject, not dealing with it at all. "
146.tangential,"The matter of Eleanor’s failure was mentioned at the dinner table only in a tangential way, but it hurt her deeply. "
147.unequivocal,adjective 
147.unequivocal, plain; very clear in meaning. 
147.unequivocal,Mandy was unequivocal in refusing to join the snobbish sorority. 
148.Venerate, verb 
148.Venerate, to regard with respect and reverence; to honor. 
148.Venerate,One way to venerate our parents is to emulate their deeds. 
149.Whet, verb 
149.Whet, to sharpen; to make stronger; to stimulate. 
149.Whet,Drinking soda in the summer tends to whet my thirst but fails to cool me off. 
150.Zany, adjective 
150.Zany, clownish; foolish; funny; absurd. 
150.Zany,"In hindsight, Karen admitted her zany antics had no place in the classroom. "
151.alienate, verb 
151.alienate, to turn away the normal feelings of fondness toward anyone; to estrange. 
151.alienate,"  Unwilling to alienate our old neighbors, we put up with their boisterous friends. "
152.Celestial, adjective 
152.Celestial, having to do with the heavens; divine. 
152.Celestial,The new astronauts will be the celestial pioneers of the 21st century. 
153.Desecrate, verb 
153.Desecrate, to treat with disrespect. 
153.Desecrate,The young troublemakers planned to desecrate the cemetery by overturning headstones. 
154.Enervate, verb 
154.Enervate, to weaken; to lessen the strength of. 
154.Enervate,Strenuous dieting will enervate most people. 
155.furtive,
155.furtive, done quickly and with stealth to avoid being noticed; secret. 
155.furtive,Cynthia's furtive gesture and cryptic remark did not go unnoticed. 
156.Incisive, adjective 
156.Incisive, keen; penetrating. 
156.Incisive,Incisive criticism by the newspaper's film reviewer had led us to a renewal of the movie. 
157.lucid, adjective 
157.lucid, easily understood; rational; clear; clear-minded. 
157.lucid,  The lecturer's lucid explanation left no questions unanswered. 
158.Peruse, verb 
158.Peruse, to study; to read . 
158.Peruse,Margaret	 tried to peruse the letter when she thought she was not being observed. 
159.rejuvenate, verb 
159.rejuvenate, to make young or fresh again. 
159.rejuvenate,  The half time pep talk rejuvenated the team. 
160.scapegoat, noun 
160.scapegoat, one taking  the blame for the mistake and crimes of others. 
160.scapegoat,  Billy maliciously made his brother the scapegoat for his setting fire to the gauge. 
161.tawdry, adjective 
161.tawdry, 		gaudy and cheap; vulgarly ornamental. 
161.tawdry,  Isabella needed but one glance to rule out the wedding dress as too tawdry for her. 
162.unethical,  adjective 
162.unethical," not conforming to approved standards of behavior, a socially accepted code, or professionally endorsed principles and practices. "
162.unethical,  It is no longer considered unethical for lawyers to advertise their services. 
163.verbose, adjective 
163.verbose,		 wordy; tedious. 
163.verbose,	Craig mistakenly believed that being urbane meant being verbose. 
164.wither, verb 
164.wither, to dry; to shrivel; to cause to lose courage or to be ashamed. 
164.wither,  A prolonged drought could wither the crops and throw the economy into a tailspin. 
165.zealot, noun
165.zealot, a person who shows great enthusiasm for a cause. 
165.zealot,  A zealot for political reform will go to almost any lengths to further his cause. 
166.alleviate, verb 
166.alleviate, to make easier to	 endure; to relieve; to diminish. 
166.alleviate,Nothing tends to alleviate my headaches better than simple aspirin. 
167.Censure, verb 
167.Censure, to blame; to criticize adversely. 
167.Censure,Congress agreed to censure the outspoken senator. 
168.Despot, noun 
168.Despot, monarch with unlimited power. 
168.Despot,"My boss calls himself a benevolent despot, but we Question the validity of that adjective. "
169.Engender, verb 
169.Engender, to cause; produce; bring into being. 
169.Engender,Those sneaky actions are sure to engender suspicion. 
170.Incongruous, adjective 
170.Incongruous, inappropriate; out of place. 
170.Incongruous,Seeing the little boy in a room filled with basketball giants struck me as totally incongruous. 
171.Philistine, adjective 
171.Philistine, narrow-minded; smugly conventional. 
171.Philistine,Philistine stubbornness should not prevent us from advancing ourselves intellectually. 
172.Relegate, verb 
172.Relegate, to put in a less important position; to assign; to banish. 
172.Relegate,The usual procedure is for the chairperson to relegate the work to special committees. 
173.scoff, verb 
173.scoff, to mock or jeer at; to make fun of. 
173.scoff,The fable of the fox and the grapes teaches that we tend to scoff at what we cannot attain. 
174.Tedious, adjective 
174.Tedious, long or verbose and wearisome; tiresome; boring. 
174.Tedious,I prefer the fastpaced games of football and basketball to baseball with its tedious stretches of waiting for something to happen. 
175.ungainly, adjective 
175.ungainly, clumsy; awkward; hard to handle. 
175.ungainly,Hulk Hogan’s sensitivity about his threadbare garments made him ungainly. 
176.Viable, adjective 
176.Viable, able to live or exist; practicable. 
176.Viable,Professor Fields agreed to accept a diary as a viable substitute for a short story. 
177.Writhe, verb 
177.Writhe," to twist or squirm, as in pain; to suffer from shame or shyness. "
177.Writhe,"When the parents saw the child writhe in pain, they decided to rush him to the hospital. "
178.Zenith, noun 
178.Zenith, the point in the sky directly above one; the highest point. 
178.Zenith,At noon the sun is at its zenith. 
179.Aloof,adjective 
179.Aloof, indifferent; unsympathetic; not interested; apart. 
179.Aloof,She was adamant about remaining aloof from family problems. 
180.chastise, verb 
180.chastise, to criticize severely. 
180.chastise,"If you chastise Jason, he immediately begins to weep. "
181.altruistic, adjective 
181.altruistic, thoughtful of the welfare of others. 
181.altruistic,Arthur’s natural altruistic affinity endeared him to one and all. 
182.ambiguous, adjective 
182.ambiguous, permitting more than one interpretation; not clearly defined. 
182.ambiguous,"Listening to Archer’s ambiguous remarks, we weren’t sure whether he was on our side. "
183.chimerical, adjective 
183.chimerical, absurd; wildly fanciful. 
183.chimerical,Uncle Dave was chastised by Aunt Pearl for his chimerical proposal. 
184.chronic, adjective 
184.chronic, lasting a long time; constant. 
184.chronic,When dad’s cough became chronic we cajoled him into getting a chest xray. 
185.deter, verb 
185.deter, to discourage; to keep someone from doing something. 
185.deter,Nothing could deter Herman from achieving his ambition. 
186.devious, adjective 
186.devious, not straightforward; lying; roundabout. 
186.devious,Earl was upset because I refused to condone his devious ways. 
187.enhance, verb 
187.enhance, to add to; to make greater in value. 
187.enhance,The staff development program was designed to enhance the skills of the company’s executives. 
188.enigma, noun 
188.enigma, a puzzle; a baffling situation. 
188.enigma,Why a bright student should make such egregious errors is an enigma. 
189.piety, noun 
189.piety," devotion and reverence, especially to god and family. "
189.piety,Mrs Billings is noted for her piety and philanthropy. 
190.relic, noun 
190.relic, a thing or part that remains from the past; something kept as sacred because it belonged to a saint. 
190.relic,Minna kept a closetful of relics from her family in Kentucky. 
191.scrupulous, adjective 
191.scrupulous, very honest and conscientious; careful about claimed expense. 
191.scrupulous,The IRS expects each taxpayer to keep a scrupulous record of claimed expenses. 
192.temerity, noun 
192.temerity, rashness; foolish or reckless boldness. 
192.temerity,Jack’s temerity in constantly correcting his superiors cost him his job. 
193.unimpeachable, adjective 
193.unimpeachable, beyond doubt or reproach; unquestionable. 
193.unimpeachable,Hector has always been known for his unimpeachable honesty. 
194.vicarious, adjective 
194.vicarious, taking the place of another; experienced through sympathetic participation in the experience of another. 
194.vicarious,The vicarious thrill we get from watching films falls short of the pleasure of firsthand experience
195.incontrovertible, adjective 
195.incontrovertible,  not able to be disputed or denied. 
195.incontrovertible,It's incontrovertible that a settlement of the bitter strike is imminent. 
196.ambivalence, noun 
196.ambivalence, condition of having conflicting attitudes. 
196.ambivalence,The manager’s ambivalence toward his star outfielder confused the sportswriters. 
197.ameliorate, verb 
197.ameliorate, to make better or more tolerable; to improve. 
197.ameliorate,"In an effort to ameliorate the marriage relationship, the alcoholic agreed to a one year period of abstinence. "
198.circumspect, adjective 
198.circumspect, careful. 
198.circumspect,"The lawyer struck us as aloof, but he was just being circumspect. "
199.clairvoyant, adjective 
199.clairvoyant,having exceptional insight. 
199.clairvoyant,The clairvoyant woman is occasionally used in murder cases to help discover the body. 
200.devoid, adjective 
200.devoid, entirely without; lacking. 
200.devoid,The devious Kingsley was devoid of moral principles. 
201.diatribe, noun 
